TRANSACTION_DATE,TRANSACTION_VOLUME
2017-09-16 00:00:00.000,357346
2017-09-17 00:00:00.000,285216
2017-09-18 00:00:00.000,357478
2017-09-19 00:00:00.000,331883
2017-09-20 00:00:00.000,311589
2017-09-21 00:00:00.000,308900
2017-09-22 00:00:00.000,265300
2017-09-23 00:00:00.000,250432
2017-09-24 00:00:00.000,260956
2017-09-25 00:00:00.000,294410
2017-09-26 00:00:00.000,296123
2017-09-27 00:00:00.000,300573
2017-09-28 00:00:00.000,319348
2017-09-29 00:00:00.000,316386
2017-09-30 00:00:00.000,282736
2017-10-01 00:00:00.000,272083
2017-10-02 00:00:00.000,296150
2017-10-03 00:00:00.000,316572
2017-10-04 00:00:00.000,293740
2017-10-05 00:00:00.000,297647
2017-10-06 00:00:00.000,302080
2017-10-07 00:00:00.000,279462
2017-10-08 00:00:00.000,288000
2017-10-09 00:00:00.000,320362
2017-10-10 00:00:00.000,338855
2017-10-11 00:00:00.000,330939
2017-10-12 00:00:00.000,349572
2017-10-13 00:00:00.000,365826
2017-10-14 00:00:00.000,318306
2017-10-15 00:00:00.000,312437
2017-10-16 00:00:00.000,364700
2017-10-17 00:00:00.000,462780
2017-10-18 00:00:00.000,411181
2017-10-19 00:00:00.000,396230
2017-10-20 00:00:00.000,434230
2017-10-21 00:00:00.000,359983
2017-10-22 00:00:00.000,360165
2017-10-23 00:00:00.000,385514
2017-10-24 00:00:00.000,415239
2017-10-25 00:00:00.000,399647
2017-10-26 00:00:00.000,398293
2017-10-27 00:00:00.000,392625
2017-10-28 00:00:00.000,355482
2017-10-29 00:00:00.000,375196
2017-10-30 00:00:00.000,433820
2017-10-31 00:00:00.000,474478
2017-11-01 00:00:00.000,496610
2017-11-02 00:00:00.000,514207
2017-11-03 00:00:00.000,470402
2017-11-04 00:00:00.000,386010
2017-11-05 00:00:00.000,386767
2017-11-06 00:00:00.000,431743
2017-11-07 00:00:00.000,446833
2017-11-08 00:00:00.000,463866
2017-11-09 00:00:00.000,449701
2017-11-10 00:00:00.000,442974
2017-11-11 00:00:00.000,382177
2017-11-12 00:00:00.000,423695
2017-11-13 00:00:00.000,431514
2017-11-14 00:00:00.000,464392
2017-11-15 00:00:00.000,520555
2017-11-16 00:00:00.000,475954
2017-11-17 00:00:00.000,483621
2017-11-18 00:00:00.000,445079
2017-11-19 00:00:00.000,447577
2017-11-20 00:00:00.000,514314
2017-11-21 00:00:00.000,507872
2017-11-22 00:00:00.000,526818
2017-11-23 00:00:00.000,518414
2017-11-24 00:00:00.000,513751
2017-11-25 00:00:00.000,550048
2017-11-26 00:00:00.000,505705
2017-11-27 00:00:00.000,596210
2017-11-28 00:00:00.000,626956
2017-11-29 00:00:00.000,643874
2017-11-30 00:00:00.000,630407
2017-12-01 00:00:00.000,597201
2017-12-02 00:00:00.000,594790
2017-12-03 00:00:00.000,648574
2017-12-04 00:00:00.000,653313
2017-12-05 00:00:00.000,624190
2017-12-06 00:00:00.000,757728
2017-12-07 00:00:00.000,623678
2017-12-08 00:00:00.000,714824
2017-12-09 00:00:00.000,658526
2017-12-10 00:00:00.000,672129
2017-12-11 00:00:00.000,789400
2017-12-12 00:00:00.000,833816
2017-12-13 00:00:00.000,879389
2017-12-14 00:00:00.000,915803
2017-12-15 00:00:00.000,882150
2017-12-16 00:00:00.000,862240
2017-12-17 00:00:00.000,856466
2017-12-18 00:00:00.000,961533
2017-12-19 00:00:00.000,1067595
2017-12-20 00:00:00.000,968285
2017-12-21 00:00:00.000,1054175
2017-12-22 00:00:00.000,1085010
2017-12-23 00:00:00.000,899649
2017-12-24 00:00:00.000,747267
2017-12-25 00:00:00.000,742382
2017-12-26 00:00:00.000,803048
2017-12-27 00:00:00.000,900402
2017-12-28 00:00:00.000,935769
2017-12-29 00:00:00.000,1073388
2017-12-30 00:00:00.000,1121552
2017-12-31 00:00:00.000,931658
2018-01-01 00:00:00.000,895443
2018-01-02 00:00:00.000,1136659
2018-01-03 00:00:00.000,1222128
2018-01-04 00:00:00.000,1335062
2018-01-05 00:00:00.000,1250725
2018-01-06 00:00:00.000,1202750
2018-01-07 00:00:00.000,1125169
2018-01-08 00:00:00.000,1194430
2018-01-09 00:00:00.000,1238194
2018-01-10 00:00:00.000,1159247
2018-01-11 00:00:00.000,1152234
2018-01-12 00:00:00.000,1092688
2018-01-13 00:00:00.000,1145357
2018-01-14 00:00:00.000,1044318
2018-01-15 00:00:00.000,1163959
2018-01-16 00:00:00.000,1238347
2018-01-17 00:00:00.000,1247495
2018-01-18 00:00:00.000,1171157
2018-01-19 00:00:00.000,1001247
2018-01-20 00:00:00.000,941785
2018-01-21 00:00:00.000,992010
2018-01-22 00:00:00.000,948947
2018-01-23 00:00:00.000,902635
2018-01-24 00:00:00.000,896105
2018-01-25 00:00:00.000,772158
2018-01-26 00:00:00.000,939271
2018-01-27 00:00:00.000,816918
2018-01-28 00:00:00.000,874071
2018-01-29 00:00:00.000,891035
2018-01-30 00:00:00.000,891742
2018-01-31 00:00:00.000,859413
2018-02-01 00:00:00.000,951995
2018-02-02 00:00:00.000,959898
2018-02-03 00:00:00.000,798869
2018-02-04 00:00:00.000,786853
2018-02-05 00:00:00.000,861839
2018-02-06 00:00:00.000,876389
2018-02-07 00:00:00.000,804544
2018-02-08 00:00:00.000,666878
2018-02-09 00:00:00.000,771435
2018-02-10 00:00:00.000,830130
2018-02-11 00:00:00.000,759100
2018-02-12 00:00:00.000,815161
2018-02-13 00:00:00.000,731079
2018-02-14 00:00:00.000,727841
2018-02-15 00:00:00.000,758842
2018-02-16 00:00:00.000,680754
2018-02-17 00:00:00.000,750582
2018-02-18 00:00:00.000,715652
2018-02-19 00:00:00.000,781798
2018-02-20 00:00:00.000,851817
2018-02-21 00:00:00.000,816459
2018-02-22 00:00:00.000,735139
2018-02-23 00:00:00.000,708514
2018-02-24 00:00:00.000,712683
2018-02-25 00:00:00.000,668290
2018-02-26 00:00:00.000,720074
2018-02-27 00:00:00.000,676242
2018-02-28 00:00:00.000,697138
2018-03-01 00:00:00.000,661918
2018-03-02 00:00:00.000,725289
2018-03-03 00:00:00.000,655700
2018-03-04 00:00:00.000,624660
2018-03-05 00:00:00.000,733498
2018-03-06 00:00:00.000,695129
2018-03-07 00:00:00.000,767973
2018-03-08 00:00:00.000,674283
2018-03-09 00:00:00.000,636326
2018-03-10 00:00:00.000,578337
2018-03-11 00:00:00.000,596263
2018-03-12 00:00:00.000,659595
2018-03-13 00:00:00.000,672880
2018-03-14 00:00:00.000,652958
2018-03-15 00:00:00.000,641715
2018-03-16 00:00:00.000,643204
2018-03-17 00:00:00.000,582151
2018-03-18 00:00:00.000,671334
2018-03-19 00:00:00.000,689528
2018-03-20 00:00:00.000,647810
2018-03-21 00:00:00.000,666378
2018-03-22 00:00:00.000,606894
2018-03-23 00:00:00.000,661504
2018-03-24 00:00:00.000,600250
2018-03-25 00:00:00.000,511743
2018-03-26 00:00:00.000,613984
2018-03-27 00:00:00.000,572444
2018-03-28 00:00:00.000,566147
2018-03-29 00:00:00.000,573285
2018-03-30 00:00:00.000,622105
2018-03-31 00:00:00.000,567818
2018-04-01 00:00:00.000,527091
2018-04-02 00:00:00.000,587562
2018-04-03 00:00:00.000,632600
2018-04-04 00:00:00.000,616575
2018-04-05 00:00:00.000,683194
2018-04-06 00:00:00.000,637615
2018-04-07 00:00:00.000,523873
2018-04-08 00:00:00.000,580964
2018-04-09 00:00:00.000,595016
2018-04-10 00:00:00.000,558657
2018-04-11 00:00:00.000,596385
2018-04-12 00:00:00.000,677041
2018-04-13 00:00:00.000,713374
2018-04-14 00:00:00.000,596453
2018-04-15 00:00:00.000,604642
2018-04-16 00:00:00.000,649819
2018-04-17 00:00:00.000,726546
2018-04-18 00:00:00.000,686718
2018-04-19 00:00:00.000,797392
2018-04-20 00:00:00.000,815466
2018-04-21 00:00:00.000,731938
2018-04-22 00:00:00.000,735118
2018-04-23 00:00:00.000,786145
2018-04-24 00:00:00.000,798782
2018-04-25 00:00:00.000,782166
2018-04-26 00:00:00.000,777094
2018-04-27 00:00:00.000,746480
2018-04-28 00:00:00.000,758446
2018-04-29 00:00:00.000,738639
2018-04-30 00:00:00.000,762528
2018-05-01 00:00:00.000,697127
2018-05-02 00:00:00.000,771443
2018-05-03 00:00:00.000,820775
2018-05-04 00:00:00.000,983005
2018-05-05 00:00:00.000,770568
2018-05-06 00:00:00.000,674534
2018-05-07 00:00:00.000,761467
2018-05-08 00:00:00.000,797639
2018-05-09 00:00:00.000,802288
2018-05-10 00:00:00.000,823555
2018-05-11 00:00:00.000,796405
2018-05-12 00:00:00.000,751554
2018-05-13 00:00:00.000,735434
2018-05-14 00:00:00.000,775077
2018-05-15 00:00:00.000,749765
2018-05-16 00:00:00.000,779352
2018-05-17 00:00:00.000,803327
2018-05-18 00:00:00.000,805279
2018-05-19 00:00:00.000,783685
2018-05-20 00:00:00.000,744277
2018-05-21 00:00:00.000,770584
2018-05-22 00:00:00.000,779354
2018-05-23 00:00:00.000,807430
2018-05-24 00:00:00.000,788881
2018-05-25 00:00:00.000,770378
2018-05-26 00:00:00.000,724153
2018-05-27 00:00:00.000,738672
2018-05-28 00:00:00.000,835308
2018-05-29 00:00:00.000,785676
2018-05-30 00:00:00.000,789652
2018-05-31 00:00:00.000,809774
2018-06-01 00:00:00.000,740768
2018-06-02 00:00:00.000,742248
2018-06-03 00:00:00.000,777366
2018-06-04 00:00:00.000,778535
2018-06-05 00:00:00.000,754493
2018-06-06 00:00:00.000,724885
2018-06-07 00:00:00.000,742768
2018-06-08 00:00:00.000,689273
2018-06-09 00:00:00.000,736965
2018-06-10 00:00:00.000,733922
2018-06-11 00:00:00.000,739717
2018-06-12 00:00:00.000,737064
2018-06-13 00:00:00.000,769538
2018-06-14 00:00:00.000,744014
2018-06-15 00:00:00.000,739103
2018-06-16 00:00:00.000,618115
2018-06-17 00:00:00.000,621663
2018-06-18 00:00:00.000,672084
2018-06-19 00:00:00.000,742413
2018-06-20 00:00:00.000,777282
2018-06-21 00:00:00.000,733118
2018-06-22 00:00:00.000,747867
2018-06-23 00:00:00.000,657285
2018-06-24 00:00:00.000,651216
2018-06-25 00:00:00.000,806851
2018-06-26 00:00:00.000,713121
2018-06-27 00:00:00.000,756183
2018-06-28 00:00:00.000,728883
2018-06-29 00:00:00.000,717476
2018-06-30 00:00:00.000,620674
2018-07-01 00:00:00.000,614543
2018-07-02 00:00:00.000,483832
2018-07-03 00:00:00.000,564474
2018-07-04 00:00:00.000,439537
2018-07-05 00:00:00.000,514633
2018-07-06 00:00:00.000,451454
2018-07-07 00:00:00.000,471093
2018-07-08 00:00:00.000,607539
2018-07-09 00:00:00.000,637053
2018-07-10 00:00:00.000,673250
2018-07-11 00:00:00.000,627927
2018-07-12 00:00:00.000,554025
2018-07-13 00:00:00.000,554271
2018-07-14 00:00:00.000,502413
2018-07-15 00:00:00.000,443251
2018-07-16 00:00:00.000,685428
2018-07-17 00:00:00.000,684431
2018-07-18 00:00:00.000,724943
2018-07-19 00:00:00.000,713158
2018-07-20 00:00:00.000,654620
2018-07-21 00:00:00.000,594403
2018-07-22 00:00:00.000,650217
2018-07-23 00:00:00.000,731455
2018-07-24 00:00:00.000,765910
2018-07-25 00:00:00.000,765568
2018-07-26 00:00:00.000,711150
2018-07-27 00:00:00.000,760801
2018-07-28 00:00:00.000,680967
2018-07-29 00:00:00.000,698430
2018-07-30 00:00:00.000,738453
2018-07-31 00:00:00.000,728747
2018-08-01 00:00:00.000,729644
2018-08-02 00:00:00.000,758361
2018-08-03 00:00:00.000,719977
2018-08-04 00:00:00.000,696730
2018-08-05 00:00:00.000,678365
2018-08-06 00:00:00.000,674346
2018-08-07 00:00:00.000,614785
2018-08-08 00:00:00.000,537868
2018-08-09 00:00:00.000,512191
2018-08-10 00:00:00.000,573904
2018-08-11 00:00:00.000,629673
2018-08-12 00:00:00.000,617008
2018-08-13 00:00:00.000,668414
2018-08-14 00:00:00.000,669939
2018-08-15 00:00:00.000,631698
2018-08-16 00:00:00.000,688304
2018-08-17 00:00:00.000,576954
2018-08-18 00:00:00.000,603049
2018-08-19 00:00:00.000,574659
2018-08-20 00:00:00.000,647100
2018-08-21 00:00:00.000,592590
2018-08-22 00:00:00.000,576652
2018-08-23 00:00:00.000,584848
2018-08-24 00:00:00.000,575682
2018-08-25 00:00:00.000,565963
2018-08-26 00:00:00.000,559910
2018-08-27 00:00:00.000,629017
2018-08-28 00:00:00.000,602245
2018-08-29 00:00:00.000,535909
2018-08-30 00:00:00.000,579440
2018-08-31 00:00:00.000,564416
2018-09-01 00:00:00.000,642865
2018-09-02 00:00:00.000,599963
2018-09-03 00:00:00.000,615610
2018-09-04 00:00:00.000,571163
2018-09-05 00:00:00.000,610634
2018-09-06 00:00:00.000,574114
2018-09-07 00:00:00.000,568110
2018-09-08 00:00:00.000,528582
2018-09-09 00:00:00.000,554068
2018-09-10 00:00:00.000,548960
2018-09-11 00:00:00.000,544073
2018-09-12 00:00:00.000,558269
2018-09-13 00:00:00.000,542427
2018-09-14 00:00:00.000,503363
2018-09-15 00:00:00.000,466384
2018-09-16 00:00:00.000,445057
2018-09-17 00:00:00.000,538711
2018-09-18 00:00:00.000,488792
2018-09-19 00:00:00.000,498132
2018-09-20 00:00:00.000,487544
2018-09-21 00:00:00.000,533718
2018-09-22 00:00:00.000,459022
2018-09-23 00:00:00.000,459032
2018-09-24 00:00:00.000,464989
2018-09-25 00:00:00.000,507875
2018-09-26 00:00:00.000,482646
2018-09-27 00:00:00.000,490677
2018-09-28 00:00:00.000,489953
2018-09-29 00:00:00.000,422258
2018-09-30 00:00:00.000,466833
2018-10-01 00:00:00.000,464571
2018-10-02 00:00:00.000,476122
2018-10-03 00:00:00.000,539327
2018-10-04 00:00:00.000,544751
2018-10-05 00:00:00.000,573529
2018-10-06 00:00:00.000,579009
2018-10-07 00:00:00.000,483758
2018-10-08 00:00:00.000,528438
2018-10-09 00:00:00.000,522427
2018-10-10 00:00:00.000,495510
2018-10-11 00:00:00.000,547725
2018-10-12 00:00:00.000,541734
2018-10-13 00:00:00.000,523850
2018-10-14 00:00:00.000,493709
2018-10-15 00:00:00.000,547613
2018-10-16 00:00:00.000,561210
2018-10-17 00:00:00.000,566240
2018-10-18 00:00:00.000,551005
2018-10-19 00:00:00.000,587994
2018-10-20 00:00:00.000,520356
2018-10-21 00:00:00.000,488936
2018-10-22 00:00:00.000,555507
2018-10-23 00:00:00.000,543292
2018-10-24 00:00:00.000,521645
2018-10-25 00:00:00.000,523759
2018-10-26 00:00:00.000,535845
2018-10-27 00:00:00.000,484810
2018-10-28 00:00:00.000,497437
2018-10-29 00:00:00.000,598991
2018-10-30 00:00:00.000,594843
2018-10-31 00:00:00.000,565789
2018-11-01 00:00:00.000,573940
2018-11-02 00:00:00.000,531634
2018-11-03 00:00:00.000,494240
2018-11-04 00:00:00.000,500153
2018-11-05 00:00:00.000,568617
2018-11-06 00:00:00.000,584949
2018-11-07 00:00:00.000,552361
2018-11-08 00:00:00.000,544209
2018-11-09 00:00:00.000,534318
2018-11-10 00:00:00.000,474295
2018-11-11 00:00:00.000,517735
2018-11-12 00:00:00.000,559424
2018-11-13 00:00:00.000,541468
2018-11-14 00:00:00.000,571016
2018-11-15 00:00:00.000,547621
2018-11-16 00:00:00.000,537531
2018-11-17 00:00:00.000,490431
2018-11-18 00:00:00.000,471724
2018-11-19 00:00:00.000,609327
2018-11-20 00:00:00.000,610557
2018-11-21 00:00:00.000,563351
2018-11-22 00:00:00.000,556704
2018-11-23 00:00:00.000,548479
2018-11-24 00:00:00.000,485602
2018-11-25 00:00:00.000,519138
2018-11-26 00:00:00.000,545033
2018-11-27 00:00:00.000,555274
2018-11-28 00:00:00.000,610497
2018-11-29 00:00:00.000,541299
2018-11-30 00:00:00.000,580574
2018-12-01 00:00:00.000,508998
2018-12-02 00:00:00.000,481854
2018-12-03 00:00:00.000,537618
2018-12-04 00:00:00.000,553666
2018-12-05 00:00:00.000,582134
2018-12-06 00:00:00.000,578984
2018-12-07 00:00:00.000,560987
2018-12-08 00:00:00.000,542976
2018-12-09 00:00:00.000,497260
2018-12-10 00:00:00.000,544261
2018-12-11 00:00:00.000,525398
2018-12-12 00:00:00.000,521644
2018-12-13 00:00:00.000,553224
2018-12-14 00:00:00.000,555870
2018-12-15 00:00:00.000,537094
2018-12-16 00:00:00.000,503194
2018-12-17 00:00:00.000,559833
2018-12-18 00:00:00.000,544028
2018-12-19 00:00:00.000,586502
2018-12-20 00:00:00.000,590967
2018-12-21 00:00:00.000,594435
2018-12-22 00:00:00.000,482877
2018-12-23 00:00:00.000,529653
2018-12-24 00:00:00.000,601619
2018-12-25 00:00:00.000,524680
2018-12-26 00:00:00.000,547568
2018-12-27 00:00:00.000,536410
2018-12-28 00:00:00.000,560151
2018-12-29 00:00:00.000,532185
2018-12-30 00:00:00.000,448989
2018-12-31 00:00:00.000,511419
2019-01-01 00:00:00.000,439671
2019-01-02 00:00:00.000,578127
2019-01-03 00:00:00.000,584817
2019-01-04 00:00:00.000,538193
2019-01-05 00:00:00.000,502800
2019-01-06 00:00:00.000,479857
2019-01-07 00:00:00.000,542957
2019-01-08 00:00:00.000,545830
2019-01-09 00:00:00.000,550197
2019-01-10 00:00:00.000,572499
2019-01-11 00:00:00.000,531463
2019-01-12 00:00:00.000,443918
2019-01-13 00:00:00.000,472077
2019-01-14 00:00:00.000,566505
2019-01-15 00:00:00.000,530218
2019-01-16 00:00:00.000,498105
2019-01-17 00:00:00.000,506595
2019-01-18 00:00:00.000,526778
2019-01-19 00:00:00.000,527689
2019-01-20 00:00:00.000,523726
2019-01-21 00:00:00.000,570386
2019-01-22 00:00:00.000,590300
2019-01-23 00:00:00.000,514444
2019-01-24 00:00:00.000,498228
2019-01-25 00:00:00.000,494118
2019-01-26 00:00:00.000,455814
2019-01-27 00:00:00.000,479608
2019-01-28 00:00:00.000,558718
2019-01-29 00:00:00.000,555804
2019-01-30 00:00:00.000,544580
2019-01-31 00:00:00.000,505509
2019-02-01 00:00:00.000,482071
2019-02-02 00:00:00.000,441021
2019-02-03 00:00:00.000,416053
2019-02-04 00:00:00.000,408210
2019-02-05 00:00:00.000,403827
2019-02-06 00:00:00.000,421439
2019-02-07 00:00:00.000,420512
2019-02-08 00:00:00.000,450374
2019-02-09 00:00:00.000,405436
2019-02-10 00:00:00.000,370966
2019-02-11 00:00:00.000,419859
2019-02-12 00:00:00.000,428554
2019-02-13 00:00:00.000,477018
2019-02-14 00:00:00.000,466198
2019-02-15 00:00:00.000,456403
2019-02-16 00:00:00.000,435350
2019-02-17 00:00:00.000,430207
2019-02-18 00:00:00.000,495097
2019-02-19 00:00:00.000,519479
2019-02-20 00:00:00.000,514762
2019-02-21 00:00:00.000,532463
2019-02-22 00:00:00.000,520567
2019-02-23 00:00:00.000,467077
2019-02-24 00:00:00.000,527323
2019-02-25 00:00:00.000,562437
2019-02-26 00:00:00.000,542583
2019-02-27 00:00:00.000,527217
2019-02-28 00:00:00.000,530316
2019-03-01 00:00:00.000,533373
2019-03-02 00:00:00.000,512038
2019-03-03 00:00:00.000,480328
2019-03-04 00:00:00.000,601809
2019-03-05 00:00:00.000,584753
2019-03-06 00:00:00.000,564892
2019-03-07 00:00:00.000,557401
2019-03-08 00:00:00.000,547039
2019-03-09 00:00:00.000,538328
2019-03-10 00:00:00.000,465291
2019-03-11 00:00:00.000,521387
2019-03-12 00:00:00.000,542921
2019-03-13 00:00:00.000,556003
2019-03-14 00:00:00.000,559444
2019-03-15 00:00:00.000,538794
2019-03-16 00:00:00.000,490409
2019-03-17 00:00:00.000,476224
2019-03-18 00:00:00.000,556709
2019-03-19 00:00:00.000,620898
2019-03-20 00:00:00.000,615408
2019-03-21 00:00:00.000,600953
2019-03-22 00:00:00.000,610884
2019-03-23 00:00:00.000,547522
2019-03-24 00:00:00.000,536566
2019-03-25 00:00:00.000,636216
2019-03-26 00:00:00.000,613923
2019-03-27 00:00:00.000,611856
2019-03-28 00:00:00.000,622880
2019-03-29 00:00:00.000,625218
2019-03-30 00:00:00.000,655098
2019-03-31 00:00:00.000,630204
2019-04-01 00:00:00.000,672139
2019-04-02 00:00:00.000,743093
2019-04-03 00:00:00.000,732077
2019-04-04 00:00:00.000,662270
2019-04-05 00:00:00.000,612357
2019-04-06 00:00:00.000,544501
2019-04-07 00:00:00.000,564820
2019-04-08 00:00:00.000,656976
2019-04-09 00:00:00.000,644542
2019-04-10 00:00:00.000,662216
2019-04-11 00:00:00.000,716623
2019-04-12 00:00:00.000,682737
2019-04-13 00:00:00.000,601068
2019-04-14 00:00:00.000,540417
2019-04-15 00:00:00.000,609232
2019-04-16 00:00:00.000,639036
2019-04-17 00:00:00.000,668530
2019-04-18 00:00:00.000,684800
2019-04-19 00:00:00.000,682290
2019-04-20 00:00:00.000,674703
2019-04-21 00:00:00.000,619868
2019-04-22 00:00:00.000,704454
2019-04-23 00:00:00.000,714252
2019-04-24 00:00:00.000,657033
2019-04-25 00:00:00.000,670459
2019-04-26 00:00:00.000,648115
2019-04-27 00:00:00.000,553392
2019-04-28 00:00:00.000,581908
2019-04-29 00:00:00.000,618497
2019-04-30 00:00:00.000,693983
2019-05-01 00:00:00.000,694441
2019-05-02 00:00:00.000,615044
2019-05-03 00:00:00.000,659788
2019-05-04 00:00:00.000,613111
2019-05-05 00:00:00.000,627003
2019-05-06 00:00:00.000,696292
2019-05-07 00:00:00.000,643469
2019-05-08 00:00:00.000,675984
2019-05-09 00:00:00.000,708569
2019-05-10 00:00:00.000,720907
2019-05-11 00:00:00.000,722344
2019-05-12 00:00:00.000,683681
2019-05-13 00:00:00.000,741145
2019-05-14 00:00:00.000,806450
2019-05-15 00:00:00.000,826421
2019-05-16 00:00:00.000,882610
2019-05-17 00:00:00.000,787443
2019-05-18 00:00:00.000,712926
2019-05-19 00:00:00.000,730688
2019-05-20 00:00:00.000,842894
2019-05-21 00:00:00.000,794892
2019-05-22 00:00:00.000,858476
2019-05-23 00:00:00.000,834447
2019-05-24 00:00:00.000,889609
2019-05-25 00:00:00.000,816955
2019-05-26 00:00:00.000,734658
2019-05-27 00:00:00.000,927467
2019-05-28 00:00:00.000,894121
2019-05-29 00:00:00.000,929915
2019-05-30 00:00:00.000,869132
2019-05-31 00:00:00.000,857852
2019-06-01 00:00:00.000,917549
2019-06-02 00:00:00.000,877860
2019-06-03 00:00:00.000,872536
2019-06-04 00:00:00.000,874165
2019-06-05 00:00:00.000,789609
2019-06-06 00:00:00.000,779612
2019-06-07 00:00:00.000,748489
2019-06-08 00:00:00.000,874206
2019-06-09 00:00:00.000,695981
2019-06-10 00:00:00.000,952118
2019-06-11 00:00:00.000,915770
2019-06-12 00:00:00.000,848754
2019-06-13 00:00:00.000,732624
2019-06-14 00:00:00.000,802992
2019-06-15 00:00:00.000,919622
2019-06-16 00:00:00.000,876250
2019-06-17 00:00:00.000,929585
2019-06-18 00:00:00.000,830735
2019-06-19 00:00:00.000,869836
2019-06-20 00:00:00.000,967716
2019-06-21 00:00:00.000,753662
2019-06-22 00:00:00.000,731926
2019-06-23 00:00:00.000,747906
2019-06-24 00:00:00.000,789180
2019-06-25 00:00:00.000,912103
2019-06-26 00:00:00.000,832950
2019-06-27 00:00:00.000,797219
2019-06-28 00:00:00.000,988532
2019-06-29 00:00:00.000,719984
2019-06-30 00:00:00.000,675882
2019-07-01 00:00:00.000,940952
2019-07-02 00:00:00.000,881476
2019-07-03 00:00:00.000,739300
2019-07-04 00:00:00.000,733976
2019-07-05 00:00:00.000,832521
2019-07-06 00:00:00.000,741834
2019-07-07 00:00:00.000,571931
2019-07-08 00:00:00.000,798502
2019-07-09 00:00:00.000,755431
2019-07-10 00:00:00.000,722276
2019-07-11 00:00:00.000,957769
2019-07-12 00:00:00.000,712329
2019-07-13 00:00:00.000,579628
2019-07-14 00:00:00.000,604409
2019-07-15 00:00:00.000,730099
2019-07-16 00:00:00.000,991588
2019-07-17 00:00:00.000,814064
2019-07-18 00:00:00.000,655566
2019-07-19 00:00:00.000,805494
2019-07-20 00:00:00.000,574503
2019-07-21 00:00:00.000,512229
2019-07-22 00:00:00.000,625362
2019-07-23 00:00:00.000,595290
2019-07-24 00:00:00.000,894498
2019-07-25 00:00:00.000,940025
2019-07-26 00:00:00.000,628298
2019-07-27 00:00:00.000,563243
2019-07-28 00:00:00.000,561728
2019-07-29 00:00:00.000,647591
2019-07-30 00:00:00.000,701019
2019-07-31 00:00:00.000,665490
2019-08-01 00:00:00.000,864922
2019-08-02 00:00:00.000,757979
2019-08-03 00:00:00.000,773639
2019-08-04 00:00:00.000,559654
2019-08-05 00:00:00.000,705807
2019-08-06 00:00:00.000,719291
2019-08-07 00:00:00.000,732122
2019-08-08 00:00:00.000,682212
2019-08-09 00:00:00.000,710560
2019-08-10 00:00:00.000,618107
2019-08-11 00:00:00.000,570678
2019-08-12 00:00:00.000,699065
2019-08-13 00:00:00.000,688162
2019-08-14 00:00:00.000,726463
2019-08-15 00:00:00.000,675306
2019-08-16 00:00:00.000,707246
2019-08-17 00:00:00.000,633055
2019-08-18 00:00:00.000,610185
2019-08-19 00:00:00.000,709973
2019-08-20 00:00:00.000,719620
2019-08-21 00:00:00.000,718642
2019-08-22 00:00:00.000,722188
2019-08-23 00:00:00.000,718554
2019-08-24 00:00:00.000,672720
2019-08-25 00:00:00.000,664225
2019-08-26 00:00:00.000,734108
2019-08-27 00:00:00.000,735499
2019-08-28 00:00:00.000,708383
2019-08-29 00:00:00.000,711563
2019-08-30 00:00:00.000,699309
2019-08-31 00:00:00.000,664545
2019-09-01 00:00:00.000,673133
2019-09-02 00:00:00.000,742104
2019-09-03 00:00:00.000,735643
2019-09-04 00:00:00.000,699307
2019-09-05 00:00:00.000,752091
2019-09-06 00:00:00.000,751351
2019-09-07 00:00:00.000,663346
2019-09-08 00:00:00.000,663074
2019-09-09 00:00:00.000,743801
2019-09-10 00:00:00.000,677719
2019-09-11 00:00:00.000,693753
2019-09-12 00:00:00.000,712122
2019-09-13 00:00:00.000,613217
2019-09-14 00:00:00.000,619710
2019-09-15 00:00:00.000,621696
2019-09-16 00:00:00.000,720443
2019-09-17 00:00:00.000,670480
2019-09-18 00:00:00.000,693550
2019-09-19 00:00:00.000,677950
2019-09-20 00:00:00.000,705491
2019-09-21 00:00:00.000,582545
2019-09-22 00:00:00.000,563302
2019-09-23 00:00:00.000,627453
2019-09-24 00:00:00.000,688133
2019-09-25 00:00:00.000,665065
2019-09-26 00:00:00.000,645106
2019-09-27 00:00:00.000,611945
2019-09-28 00:00:00.000,597083
2019-09-29 00:00:00.000,584002
2019-09-30 00:00:00.000,672163
2019-10-01 00:00:00.000,629050
2019-10-02 00:00:00.000,611410
2019-10-03 00:00:00.000,598946
2019-10-04 00:00:00.000,578585
2019-10-05 00:00:00.000,585054
2019-10-06 00:00:00.000,564529
2019-10-07 00:00:00.000,621537
2019-10-08 00:00:00.000,700055
2019-10-09 00:00:00.000,738727
2019-10-10 00:00:00.000,694948
2019-10-11 00:00:00.000,692930
2019-10-12 00:00:00.000,624349
2019-10-13 00:00:00.000,557544
2019-10-14 00:00:00.000,640238
2019-10-15 00:00:00.000,679185
2019-10-16 00:00:00.000,683399
2019-10-17 00:00:00.000,692139
2019-10-18 00:00:00.000,720985
2019-10-19 00:00:00.000,654923
2019-10-20 00:00:00.000,603597
2019-10-21 00:00:00.000,668871
2019-10-22 00:00:00.000,712658
2019-10-23 00:00:00.000,724034
2019-10-24 00:00:00.000,714723
2019-10-25 00:00:00.000,728870
2019-10-26 00:00:00.000,705368
2019-10-27 00:00:00.000,633544
2019-10-28 00:00:00.000,709016
2019-10-29 00:00:00.000,693156
2019-10-30 00:00:00.000,706775
