TRANSACTION_DATE,TRANSACTION_VOLUME,TRANSACTION_VALUE,ACTIVE_WALLETS,TOTAL_GAS_FEES
2018-03-03 00:00:00.000,655700,1035427.19988011,168965,483.032420586
2018-03-04 00:00:00.000,624660,1071434.90108377,154498,530.323103943
2018-03-05 00:00:00.000,733498,1567458.99772891,200946,572.893562474
2018-03-06 00:00:00.000,695129,1949002.74356019,218216,491.346034419
2018-03-07 00:00:00.000,767973,1985044.30045769,313688,579.440421765
2018-03-08 00:00:00.000,674283,1670820.25910009,199290,515.024505215
2018-03-09 00:00:00.000,636326,1814202.31807317,185142,478.075232778
2018-03-10 00:00:00.000,578337,1139674.16890173,168285,380.780925031
2018-03-11 00:00:00.000,596263,1088366.0078719,151654,345.972771899
2018-03-12 00:00:00.000,659595,1482274.71203238,163000,474.116459246
2018-03-13 00:00:00.000,672880,2723347.71210691,188202,369.775134712
2018-03-14 00:00:00.000,652958,1921541.19402145,217312,398.501442607
2018-03-15 00:00:00.000,641715,1877798.79339544,188185,375.676960074
2018-03-16 00:00:00.000,643204,1384522.70557044,165353,405.281582837
2018-03-17 00:00:00.000,582151,1232063.33310163,156753,298.251410358
2018-03-18 00:00:00.000,671334,2858521.71674547,170214,350.046984291
2018-03-19 00:00:00.000,689528,2326664.10593031,198224,361.114924354
2018-03-20 00:00:00.000,647810,1897261.04909997,174236,358.465304362
2018-03-21 00:00:00.000,666378,1772810.10430267,197382,421.160601078
2018-03-22 00:00:00.000,606894,1544254.01843072,168540,410.9858343
2018-03-23 00:00:00.000,661504,2018629.29651139,246558,434.255192117
2018-03-24 00:00:00.000,600250,1189319.14554773,206973,361.482504586
2018-03-25 00:00:00.000,511743,987629.576251129,134500,314.508562727
2018-03-26 00:00:00.000,613984,1951229.4646747,169087,414.651151364
2018-03-27 00:00:00.000,572444,2481780.82970028,162611,342.908012176
2018-03-28 00:00:00.000,566147,2459366.65844545,148664,348.659351759
2018-03-29 00:00:00.000,573285,2564299.50402757,169866,376.389658128
2018-03-30 00:00:00.000,622105,2317808.45975035,180273,341.938329169
2018-03-31 00:00:00.000,567818,1493715.2353591,146235,269.5660068
2018-04-01 00:00:00.000,527091,1251787.12738397,132457,238.299716653
2018-04-02 00:00:00.000,587562,1422843.1149099,151316,298.465592736
2018-04-03 00:00:00.000,632600,1664784.18321027,174109,318.842129049
2018-04-04 00:00:00.000,616575,1566497.01630974,162940,270.529781746
2018-04-05 00:00:00.000,683194,1293412.71367782,195887,474.348191822
2018-04-06 00:00:00.000,637615,1314358.94841776,175342,338.239735046
2018-04-07 00:00:00.000,523873,878699.134024589,148950,231.373078306
2018-04-08 00:00:00.000,580964,1247456.45726425,165987,263.140759388
2018-04-09 00:00:00.000,595016,1555552.05703905,179085,288.695755385
2018-04-10 00:00:00.000,558657,1260567.51961017,164048,273.727706063
2018-04-11 00:00:00.000,596385,1482225.93843525,177455,306.080254956
2018-04-12 00:00:00.000,677041,2261830.75577929,202146,356.094682715
2018-04-13 00:00:00.000,713374,2219429.59375776,204311,418.465559936
2018-04-14 00:00:00.000,596453,967023.487626314,170861,296.81576847
2018-04-15 00:00:00.000,604642,1166777.58307482,167655,272.188367148
2018-04-16 00:00:00.000,649819,1392437.22077042,174907,312.575568598
2018-04-17 00:00:00.000,726546,1442209.16553928,177990,336.88370958
2018-04-18 00:00:00.000,686718,1727539.26711675,185286,396.139880794
2018-04-19 00:00:00.000,797392,1806905.50895924,208074,421.730554653
2018-04-20 00:00:00.000,815466,2167484.41004843,215057,426.191205465
2018-04-21 00:00:00.000,731938,1696708.52175548,208633,330.044970871
2018-04-22 00:00:00.000,735118,1256723.97639391,239493,342.998886173
2018-04-23 00:00:00.000,786145,3082879.58435462,250996,370.308636334
2018-04-24 00:00:00.000,798782,2711941.56642979,247079,454.238611733
2018-04-25 00:00:00.000,782166,2514647.22522384,220038,429.838169783
2018-04-26 00:00:00.000,777094,2021247.43651791,219054,438.716411288
2018-04-27 00:00:00.000,746480,2100701.0527034,200336,462.671297756
2018-04-28 00:00:00.000,758446,1790756.78374061,193408,492.830212747
2018-04-29 00:00:00.000,738639,1655556.92869695,189009,520.930686628
2018-04-30 00:00:00.000,762528,2006053.658814,208332,539.16419957
2018-05-01 00:00:00.000,697127,1872994.46692359,184538,421.383103296
2018-05-02 00:00:00.000,771443,2661127.39173634,222639,450.861580139
2018-05-03 00:00:00.000,820775,2697762.45401767,251088,537.257563596
2018-05-04 00:00:00.000,983005,2547802.01897247,496399,515.878677675
2018-05-05 00:00:00.000,770568,1734444.49309754,261069,406.875677535
2018-05-06 00:00:00.000,674534,1525061.50613418,219506,362.707895184
2018-05-07 00:00:00.000,761467,2952580.45382459,245124,421.388536446
2018-05-08 00:00:00.000,797639,2103100.49081005,263000,472.516583054
2018-05-09 00:00:00.000,802288,2228353.49904478,245539,494.971889738
2018-05-10 00:00:00.000,823555,2138241.34246727,246258,703.463190381
2018-05-11 00:00:00.000,796405,2186589.09412898,245571,688.201664384
2018-05-12 00:00:00.000,751554,1601913.47181269,232883,470.538550252
2018-05-13 00:00:00.000,735434,1184466.05620159,220154,494.920558128
2018-05-14 00:00:00.000,775077,2165358.86059557,240816,634.354921802
2018-05-15 00:00:00.000,749765,1968181.76770604,257816,629.029733738
2018-05-16 00:00:00.000,779352,1665863.22454388,264618,670.194331256
2018-05-17 00:00:00.000,803327,1691786.54321671,276277,714.248475051
2018-05-18 00:00:00.000,805279,1647457.2606967,266444,708.237071995
2018-05-19 00:00:00.000,783685,1207288.61602363,265098,622.727412238
2018-05-20 00:00:00.000,744277,1261890.31256772,254606,572.548740303
2018-05-21 00:00:00.000,770584,1645205.02398374,246809,624.636662325
2018-05-22 00:00:00.000,779354,2198135.83374594,277828,717.072917763
2018-05-23 00:00:00.000,807430,2637955.89083706,270445,746.511900928
2018-05-24 00:00:00.000,788881,2111247.62651535,265820,685.318908221
2018-05-25 00:00:00.000,770378,1806529.23983565,256614,642.317983183
2018-05-26 00:00:00.000,724153,1325047.54892955,251476,545.405721254
2018-05-27 00:00:00.000,738672,1951701.0609902,258519,498.890648174
2018-05-28 00:00:00.000,835308,2726108.42322289,282685,808.158776163
2018-05-29 00:00:00.000,785676,2233893.80187437,279073,780.675356393
2018-05-30 00:00:00.000,789652,2167069.9643428,263228,818.223078845
2018-05-31 00:00:00.000,809774,2251989.73158891,281025,1031.322416234
2018-06-01 00:00:00.000,740768,2466518.95936477,235447,847.116722692
2018-06-02 00:00:00.000,742248,1295498.74643476,270466,577.699742111
2018-06-03 00:00:00.000,777366,1109595.68704608,264197,560.723044433
2018-06-04 00:00:00.000,778535,2020020.204224,249247,711.239463066
2018-06-05 00:00:00.000,754493,2063615.80343136,231955,612.681789097
2018-06-06 00:00:00.000,724885,2221649.27548346,231131,773.839048351
2018-06-07 00:00:00.000,742768,2135223.55058044,251647,603.15803216
2018-06-08 00:00:00.000,689273,2312978.12540492,231322,524.085113761
2018-06-09 00:00:00.000,736965,1182150.48018326,264364,418.061571126
2018-06-10 00:00:00.000,733922,1793955.27698688,262218,422.682972288
2018-06-11 00:00:00.000,739717,2169991.76342472,248672,457.582293045
2018-06-12 00:00:00.000,737064,2971009.43919382,217928,446.849576861
2018-06-13 00:00:00.000,769538,4094425.73287775,218132,470.271085272
2018-06-14 00:00:00.000,744014,4071114.56014917,218153,505.169314459
2018-06-15 00:00:00.000,739103,3583592.87479165,253174,577.7107202
2018-06-16 00:00:00.000,618115,1560524.44226262,189518,394.80404663
2018-06-17 00:00:00.000,621663,1180547.84866416,202067,299.438871055
2018-06-18 00:00:00.000,672084,1587545.31182853,202888,313.765553785
2018-06-19 00:00:00.000,742413,1898783.8409539,244253,438.86318957
2018-06-20 00:00:00.000,777282,2069299.21058641,264821,421.694347529
2018-06-21 00:00:00.000,733118,1858688.64572817,254317,402.42048451
2018-06-22 00:00:00.000,747867,2399174.06859589,268618,866.189999988
2018-06-23 00:00:00.000,657285,1286333.05792925,207868,339.195474246
2018-06-24 00:00:00.000,651216,1961037.76430598,224074,499.59390518
2018-06-25 00:00:00.000,806851,2341214.47527322,359731,500.650391068
2018-06-26 00:00:00.000,713121,1938246.50283833,253794,374.302041705
2018-06-27 00:00:00.000,756183,1929459.79066815,247238,377.283803774
2018-06-28 00:00:00.000,728883,1798527.4578292,236469,359.441112059
2018-06-29 00:00:00.000,717476,2164499.22414584,252217,378.599964085
2018-06-30 00:00:00.000,620674,1241162.02281098,143629,1966.805673032
2018-07-01 00:00:00.000,614543,1003347.23941964,99984,3200.511786386
2018-07-02 00:00:00.000,483832,1415994.60550938,118968,5785.485508087
2018-07-03 00:00:00.000,564474,1798984.73900792,126834,3957.589840131
2018-07-04 00:00:00.000,439537,1538092.44374139,120871,2882.017196231
2018-07-05 00:00:00.000,514633,1647151.9656526,147039,2507.468527177
2018-07-06 00:00:00.000,451454,1577459.37758411,115051,3300.780448586
2018-07-07 00:00:00.000,471093,1113998.6735272,119387,2966.823350051
2018-07-08 00:00:00.000,607539,1266990.54620473,158129,1295.999946687
2018-07-09 00:00:00.000,637053,1746033.23239998,170657,1073.890304879
2018-07-10 00:00:00.000,673250,1909398.13655933,178633,703.019093689
2018-07-11 00:00:00.000,627927,1421665.00812336,168894,823.040321048
2018-07-12 00:00:00.000,554025,1301796.70174984,145319,1339.121190263
2018-07-13 00:00:00.000,554271,1244802.69007426,130402,1511.426809537
2018-07-14 00:00:00.000,502413,928250.91891944,131009,2902.950876454
2018-07-15 00:00:00.000,443251,791323.108200816,127571,3527.825226508
2018-07-16 00:00:00.000,685428,1725691.40645348,209731,565.660685343
2018-07-17 00:00:00.000,684431,1782185.52099089,218872,493.297648978
2018-07-18 00:00:00.000,724943,2032264.98860039,279463,465.472055885
2018-07-19 00:00:00.000,713158,1656943.3132598,237519,392.328067899
2018-07-20 00:00:00.000,654620,1761749.81329393,207169,535.170557205
2018-07-21 00:00:00.000,594403,1080940.23633607,170229,558.034317615
2018-07-22 00:00:00.000,650217,1035506.83635696,220369,354.208675603
2018-07-23 00:00:00.000,731455,1632071.24780262,274870,535.427899524
2018-07-24 00:00:00.000,765910,1728484.84953339,291518,464.344007494
2018-07-25 00:00:00.000,765568,1523545.57962949,285242,432.425749749
2018-07-26 00:00:00.000,711150,1234900.75110801,245653,380.654291253
2018-07-27 00:00:00.000,760801,1356770.74802971,268761,351.030136731
2018-07-28 00:00:00.000,680967,792645.639408435,218239,444.920939456
2018-07-29 00:00:00.000,698430,766821.137078706,230318,286.76999585
2018-07-30 00:00:00.000,738453,1554060.64211972,243716,331.495587163
2018-07-31 00:00:00.000,728747,2837677.13443097,235972,346.357177453
2018-08-01 00:00:00.000,729644,1512552.95181375,242431,736.399154476
2018-08-02 00:00:00.000,758361,1585631.31752518,245297,322.856227761
2018-08-03 00:00:00.000,719977,1317535.90672719,251874,332.140118635
2018-08-04 00:00:00.000,696730,946521.522666359,226425,383.863465093
2018-08-05 00:00:00.000,678365,887528.190742666,200436,253.511194741
2018-08-06 00:00:00.000,674346,1221141.74219091,220564,414.442755747
2018-08-07 00:00:00.000,614785,1372541.15835962,203819,1303.840338778
2018-08-08 00:00:00.000,537868,2058751.86995838,176882,2775.15180892
2018-08-09 00:00:00.000,512191,1607235.725057,157572,2387.245885901
2018-08-10 00:00:00.000,573904,1819595.74883417,194476,1446.03467391
2018-08-11 00:00:00.000,629673,1656558.32843782,220252,487.241931086
2018-08-12 00:00:00.000,617008,1009420.45029078,224763,351.099670684
2018-08-13 00:00:00.000,668414,2489661.32526575,223581,461.691849254
2018-08-14 00:00:00.000,669939,3136526.81081999,214592,535.523458205
2018-08-15 00:00:00.000,631698,2328488.80508555,209791,525.697558665
2018-08-16 00:00:00.000,688304,1540880.84463852,231251,413.016626493
2018-08-17 00:00:00.000,576954,1860578.06084284,205961,1796.502937763
2018-08-18 00:00:00.000,603049,1111406.23058723,197557,431.01745015
2018-08-19 00:00:00.000,574659,785272.314596223,189948,371.947104244
2018-08-20 00:00:00.000,647100,1453448.92282672,214221,370.555748035
2018-08-21 00:00:00.000,592590,1467232.4942632,176345,369.471230612
2018-08-22 00:00:00.000,576652,1735422.58385191,190545,681.461447371
2018-08-23 00:00:00.000,584848,1463916.79051303,177948,502.669607146
2018-08-24 00:00:00.000,575682,1423857.80379155,202291,982.863277242
2018-08-25 00:00:00.000,565963,1077313.10518431,192996,302.419916847
2018-08-26 00:00:00.000,559910,980030.670090951,205230,809.043948277
2018-08-27 00:00:00.000,629017,1612675.05723939,218997,364.516517326
2018-08-28 00:00:00.000,602245,1449743.53155732,190468,366.545473617
2018-08-29 00:00:00.000,535909,1561166.9607488,167042,495.585979851
2018-08-30 00:00:00.000,579440,1426028.97973037,170181,411.672322851
2018-08-31 00:00:00.000,564416,1500925.06879433,179896,429.500168171
2018-09-01 00:00:00.000,642865,1142641.12110138,207007,350.534302188
2018-09-02 00:00:00.000,599963,912104.042900991,207732,321.824478175
2018-09-03 00:00:00.000,615610,1790236.96166636,214057,363.988058762
2018-09-04 00:00:00.000,571163,2918734.24167464,199063,444.655597635
2018-09-05 00:00:00.000,610634,2463406.58109854,199747,352.625513222
2018-09-06 00:00:00.000,574114,3020667.83088287,180853,474.171711846
2018-09-07 00:00:00.000,568110,2559647.80104429,191634,465.3260018
2018-09-08 00:00:00.000,528582,2110334.23862684,184137,392.668451738
2018-09-09 00:00:00.000,554068,2172238.80960849,186264,424.773336734
2018-09-10 00:00:00.000,548960,2460886.58559412,179202,436.416489549
2018-09-11 00:00:00.000,544073,2484099.08756394,156387,502.683215296
2018-09-12 00:00:00.000,558269,3772395.43625825,159987,500.741487656
2018-09-13 00:00:00.000,542427,2339540.55071877,170135,507.708727423
2018-09-14 00:00:00.000,503363,2134112.89611113,154335,380.062870515
2018-09-15 00:00:00.000,466384,1437221.65668162,124837,376.943909243
2018-09-16 00:00:00.000,445057,1217107.38175771,123132,361.800918997
2018-09-17 00:00:00.000,538711,1943796.85557027,159382,419.284328428
2018-09-18 00:00:00.000,488792,1815890.46757691,138633,533.601933164
2018-09-19 00:00:00.000,498132,1548309.40811312,133153,671.648472062
2018-09-20 00:00:00.000,487544,1887881.11944489,144093,477.330550541
2018-09-21 00:00:00.000,533718,2910686.3519293,153187,569.535296742
2018-09-22 00:00:00.000,459022,1568153.98241036,134045,407.687389596
2018-09-23 00:00:00.000,459032,1381864.8712838,135281,354.582146334
2018-09-24 00:00:00.000,464989,1883629.03851166,132622,634.456690161
2018-09-25 00:00:00.000,507875,1878313.55463059,141555,499.456074133
2018-09-26 00:00:00.000,482646,1841325.41576022,128074,522.738152249
2018-09-27 00:00:00.000,490677,1662875.52079138,133199,556.667847916
2018-09-28 00:00:00.000,489953,1688099.99977078,129566,607.540600664
2018-09-29 00:00:00.000,422258,1425933.30544537,114908,648.597659142
2018-09-30 00:00:00.000,466833,1349440.8874532,144804,511.090483624
2018-10-01 00:00:00.000,464571,1250586.5322713,125638,596.156442875
2018-10-02 00:00:00.000,476122,1094088.85524886,121802,629.346810966
2018-10-03 00:00:00.000,539327,1598390.92511014,169294,425.575772216
2018-10-04 00:00:00.000,544751,1596886.12565984,169933,433.134056411
2018-10-05 00:00:00.000,573529,1478498.76433055,189986,418.095477093
2018-10-06 00:00:00.000,579009,1061077.9269824,193992,283.661008353
2018-10-07 00:00:00.000,483758,973958.670975996,149286,301.086862819
2018-10-08 00:00:00.000,528438,1625678.4175759,162005,400.083459023
2018-10-09 00:00:00.000,522427,1419623.20950842,170751,360.807433792
2018-10-10 00:00:00.000,495510,1484197.66446286,153429,424.931595344
2018-10-11 00:00:00.000,547725,3085185.68824247,167251,450.337100442
2018-10-12 00:00:00.000,541734,2016377.36254605,158887,594.580959834
2018-10-13 00:00:00.000,523850,1191358.02690375,166525,326.260345148
2018-10-14 00:00:00.000,493709,1153127.2152266,147601,284.191332679
2018-10-15 00:00:00.000,547613,3346774.8304857,170913,397.606407948
2018-10-16 00:00:00.000,561210,2242139.86176411,178819,340.76506599
2018-10-17 00:00:00.000,566240,1916272.66854193,191349,371.917697708
2018-10-18 00:00:00.000,551005,2347733.46632005,171158,352.932349502
2018-10-19 00:00:00.000,587994,1670200.84697358,173811,404.377843331
2018-10-20 00:00:00.000,520356,1434573.58562644,163969,355.496886698
2018-10-21 00:00:00.000,488936,1962448.10665552,151736,321.461447547
2018-10-22 00:00:00.000,555507,1592193.67626763,185146,387.183736937
2018-10-23 00:00:00.000,543292,1709878.68012354,175325,395.500502754
2018-10-24 00:00:00.000,521645,1638427.77134975,177884,458.910239287
2018-10-25 00:00:00.000,523759,2207403.86632171,168981,520.587635158
2018-10-26 00:00:00.000,535845,1724670.45452826,173575,468.668612168
2018-10-27 00:00:00.000,484810,993952.365836169,158388,342.018794503
2018-10-28 00:00:00.000,497437,1013632.3098172,140242,322.036682699
2018-10-29 00:00:00.000,598991,1982524.37469387,188184,416.648572372
2018-10-30 00:00:00.000,594843,1665965.82308395,193579,408.842651567
2018-10-31 00:00:00.000,565789,1742099.05522533,182017,408.913580618
2018-11-01 00:00:00.000,573940,1619089.70967535,167768,391.59708667
2018-11-02 00:00:00.000,531634,1882151.63038704,142980,433.222542869
2018-11-03 00:00:00.000,494240,1092229.46630726,140384,390.015584117
2018-11-04 00:00:00.000,500153,1522538.62195303,148422,345.150143959
2018-11-05 00:00:00.000,568617,2354912.49822576,167598,489.110809649
2018-11-06 00:00:00.000,584949,1863394.48680974,162665,497.037131523
2018-11-07 00:00:00.000,552361,2126640.6133615,143974,455.473373228
2018-11-08 00:00:00.000,544209,1722831.16856945,142875,487.364396344
2018-11-09 00:00:00.000,534318,1655027.05465442,165167,394.423962148
2018-11-10 00:00:00.000,474295,1106363.53923448,147810,287.816271181
2018-11-11 00:00:00.000,517735,1118458.18026037,172994,269.290609493
2018-11-12 00:00:00.000,559424,1863768.19724278,166805,433.690302063
2018-11-13 00:00:00.000,541468,1700654.1272288,155816,469.59922315
2018-11-14 00:00:00.000,571016,2979440.80749401,168795,559.719026849
2018-11-15 00:00:00.000,547621,3155809.60181091,160120,616.298462532
2018-11-16 00:00:00.000,537531,2233943.01114544,149992,532.834077774
2018-11-17 00:00:00.000,490431,1394074.18068664,134728,401.417222161
2018-11-18 00:00:00.000,471724,1895516.65908153,129758,446.96298901
2018-11-19 00:00:00.000,609327,4822871.11531228,204449,615.841139029
2018-11-20 00:00:00.000,610557,5629747.92812731,177780,629.210157293
2018-11-21 00:00:00.000,563351,3815790.54287486,150668,515.455622504
2018-11-22 00:00:00.000,556704,2620268.63731523,149882,492.320814943
2018-11-23 00:00:00.000,548479,3035150.62015563,150490,506.631653496
2018-11-24 00:00:00.000,485602,2258025.81568381,131591,450.703414866
2018-11-25 00:00:00.000,519138,3950108.55623226,146364,516.049743506
2018-11-26 00:00:00.000,545033,3414750.42185735,153008,508.721990142
2018-11-27 00:00:00.000,555274,2841258.94888817,147035,477.095316171
2018-11-28 00:00:00.000,610497,3358433.24493434,152104,632.33183565
2018-11-29 00:00:00.000,541299,3619016.42286767,139016,721.513679508
2018-11-30 00:00:00.000,580574,17336105.9221827,153119,864.422467181
2018-12-01 00:00:00.000,508998,15481581.9067916,128094,574.286558596
2018-12-02 00:00:00.000,481854,1410779.45281135,130587,506.20562711
2018-12-03 00:00:00.000,537618,2273182.63078512,142498,590.536492844
2018-12-04 00:00:00.000,553666,2261378.29333378,136342,599.061703014
2018-12-05 00:00:00.000,582134,2878127.04355504,154906,638.914500978
2018-12-06 00:00:00.000,578984,3807164.97599899,148050,492.520992486
2018-12-07 00:00:00.000,560987,4886997.45589621,165558,476.267746322
2018-12-08 00:00:00.000,542976,2693389.89265263,183463,341.671818726
2018-12-09 00:00:00.000,497260,2360042.86394139,152257,332.070293181
2018-12-10 00:00:00.000,544261,2494300.50580171,157635,392.691185896
2018-12-11 00:00:00.000,525398,2563058.09515455,144924,371.584639854
2018-12-12 00:00:00.000,521644,2328818.98041052,150078,357.615907075
2018-12-13 00:00:00.000,553224,2988486.10923001,145913,417.466389719
2018-12-14 00:00:00.000,555870,2698912.8063581,147213,506.325436645
2018-12-15 00:00:00.000,537094,1822043.99953201,159740,331.817816554
2018-12-16 00:00:00.000,503194,1772785.68908883,159260,302.517365153
2018-12-17 00:00:00.000,559833,3451065.91001191,154945,384.465270873
2018-12-18 00:00:00.000,544028,3221973.34732511,142766,615.104061572
2018-12-19 00:00:00.000,586502,4340374.6893009,164881,433.993567008
2018-12-20 00:00:00.000,590967,4379656.1370193,165762,432.026906288
2018-12-21 00:00:00.000,594435,4478637.08538469,157473,413.162095983
2018-12-22 00:00:00.000,482877,2104760.43344558,126777,316.422886455
2018-12-23 00:00:00.000,529653,2962613.00913111,148157,351.299548472
2018-12-24 00:00:00.000,601619,3919667.80730951,159324,428.675572324
2018-12-25 00:00:00.000,524680,2415073.35166876,149563,429.406703224
2018-12-26 00:00:00.000,547568,2141078.38784274,159141,488.809599657
2018-12-27 00:00:00.000,536410,2828756.738378,163509,331.842838891
2018-12-28 00:00:00.000,560151,2981190.11188037,162613,352.968605216
2018-12-29 00:00:00.000,532185,3777652.95383221,169909,313.373202381
2018-12-30 00:00:00.000,448989,1622768.90623143,138638,543.106300832
2018-12-31 00:00:00.000,511419,2097090.87461144,152485,324.820918057
2019-01-01 00:00:00.000,439671,1663008.6309787,134361,296.224451212
2019-01-02 00:00:00.000,578127,2741692.08843391,164245,334.845603662
2019-01-03 00:00:00.000,584817,2495876.12662089,181074,321.388786791
2019-01-04 00:00:00.000,538193,3821786.07747495,155293,348.696123633
2019-01-05 00:00:00.000,502800,4173538.69879407,145280,363.227298796
2019-01-06 00:00:00.000,479857,2404336.13054197,149507,291.193840618
2019-01-07 00:00:00.000,542957,2624641.09796497,166081,309.072298387
2019-01-08 00:00:00.000,545830,2341499.48991617,170822,306.903824606
2019-01-09 00:00:00.000,550197,2193457.17806381,167605,293.376850671
2019-01-10 00:00:00.000,572499,3152249.33871809,162818,354.488643601
2019-01-11 00:00:00.000,531463,3883985.72865177,161617,324.857639146
2019-01-12 00:00:00.000,443918,1485316.19814207,121113,240.272532902
2019-01-13 00:00:00.000,472077,1773086.77285914,127100,259.771046315
2019-01-14 00:00:00.000,566505,3457587.50660185,194116,493.772108222
2019-01-15 00:00:00.000,530218,2383354.45612632,171299,399.679180884
2019-01-16 00:00:00.000,498105,2648041.07637772,142789,423.590509242
2019-01-17 00:00:00.000,506595,2156824.2885552,143865,321.344978404
2019-01-18 00:00:00.000,526778,1767159.18378018,145483,355.35772422
2019-01-19 00:00:00.000,527689,1458261.04999505,136727,321.08922098
2019-01-20 00:00:00.000,523726,1719460.6130692,131273,298.626605876
2019-01-21 00:00:00.000,570386,1834048.66076518,141792,347.044767594
2019-01-22 00:00:00.000,590300,1836071.61833091,135052,448.456340683
2019-01-23 00:00:00.000,514444,1974562.15457989,145261,334.476921647
2019-01-24 00:00:00.000,498228,2375642.71256134,137446,346.178632067
2019-01-25 00:00:00.000,494118,1964057.00448049,144605,315.481571395
2019-01-26 00:00:00.000,455814,1287581.1003507,122427,266.675326215
2019-01-27 00:00:00.000,479608,1864970.89008751,138725,263.681006862
2019-01-28 00:00:00.000,558718,3217573.26275738,161576,364.068557353
2019-01-29 00:00:00.000,555804,2281214.41983772,151225,321.092534523
2019-01-30 00:00:00.000,544580,2367772.84222389,138232,342.231252515
2019-01-31 00:00:00.000,505509,2353614.99905008,141367,379.518029839
2019-02-01 00:00:00.000,482071,1953642.03748423,136019,348.38499563
2019-02-02 00:00:00.000,441021,1216172.6353409,115069,281.077308933
2019-02-03 00:00:00.000,416053,1297860.70407766,106026,248.449995178
2019-02-04 00:00:00.000,408210,992220.473830127,99968,256.676086408
2019-02-05 00:00:00.000,403827,986119.546682779,103312,262.854881116
2019-02-06 00:00:00.000,421439,1755273.44375993,103358,277.378795567
2019-02-07 00:00:00.000,420512,1445896.53695692,103657,294.692822176
2019-02-08 00:00:00.000,450374,2150613.10562553,122272,316.398961767
2019-02-09 00:00:00.000,405436,1146922.02601365,106150,282.507808244
2019-02-10 00:00:00.000,370966,1447512.95380174,97347,266.376782621
2019-02-11 00:00:00.000,419859,1909251.68612785,116144,313.648031618
2019-02-12 00:00:00.000,428554,1538173.36311944,115405,308.879814158
2019-02-13 00:00:00.000,477018,1796929.26513075,121930,344.58806185
2019-02-14 00:00:00.000,466198,1666289.43572346,125238,387.13489966
2019-02-15 00:00:00.000,456403,1586601.4112289,127095,397.011390652
2019-02-16 00:00:00.000,435350,1078756.53547609,116270,349.957964005
2019-02-17 00:00:00.000,430207,1752403.65201457,115415,343.689970248
2019-02-18 00:00:00.000,495097,3002570.36389628,151123,475.996269377
2019-02-19 00:00:00.000,519479,2764040.18493817,141636,4460.587803531
2019-02-20 00:00:00.000,514762,2220467.49077637,133936,451.298925264
2019-02-21 00:00:00.000,532463,2139959.92926124,125199,438.550771781
2019-02-22 00:00:00.000,520567,2109987.10353975,130703,417.448694744
2019-02-23 00:00:00.000,467077,1530079.30014674,125142,375.507649569
2019-02-24 00:00:00.000,527323,2865943.33933302,132942,446.289519326
2019-02-25 00:00:00.000,562437,3684235.89327074,130957,509.952568057
2019-02-26 00:00:00.000,542583,1881715.16108169,138687,511.600396109
2019-02-27 00:00:00.000,527217,2920489.72672798,145160,464.737281884
2019-02-28 00:00:00.000,530316,2344784.66058719,137574,528.822550526
2019-03-01 00:00:00.000,533373,1854707.6319669,156509,380.505770499
2019-03-02 00:00:00.000,512038,1485317.2235117,140302,349.134949819
2019-03-03 00:00:00.000,480328,1697357.88487671,128700,325.308710199
2019-03-04 00:00:00.000,601809,2509138.35697347,148594,417.663344818
2019-03-05 00:00:00.000,584753,2330491.6340802,157760,422.163619886
2019-03-06 00:00:00.000,564892,2187662.11330553,156156,402.781236288
2019-03-07 00:00:00.000,557401,2122936.44905451,154291,404.148347059
2019-03-08 00:00:00.000,547039,2406164.10843998,152105,396.61548763
2019-03-09 00:00:00.000,538328,1822797.56724446,155554,350.9716445
2019-03-10 00:00:00.000,465291,1718829.70796576,122517,307.484689698
2019-03-11 00:00:00.000,521387,2468746.53223933,137659,343.616197064
2019-03-12 00:00:00.000,542921,2363895.78472718,155173,350.373335323
2019-03-13 00:00:00.000,556003,2061711.19885101,150081,339.374052004
2019-03-14 00:00:00.000,559444,2282259.20041692,149948,317.818563437
2019-03-15 00:00:00.000,538794,2185804.12041269,149238,325.848189335
2019-03-16 00:00:00.000,490409,1923937.6366779,126481,267.980423257
2019-03-17 00:00:00.000,476224,1748631.60386258,129190,303.552727116
2019-03-18 00:00:00.000,556709,2588744.17517461,161004,2561.794432323
2019-03-19 00:00:00.000,620898,1897725.65670168,168259,425.28614038
2019-03-20 00:00:00.000,615408,2883903.7973409,167524,384.921526615
2019-03-21 00:00:00.000,600953,2482419.85289459,152742,553.477657988
2019-03-22 00:00:00.000,610884,2074158.40245952,157546,450.858771529
2019-03-23 00:00:00.000,547522,2560722.76475021,147460,343.370465615
2019-03-24 00:00:00.000,536566,1773236.54400101,144049,341.731523542
2019-03-25 00:00:00.000,636216,2854635.15105346,186014,431.536365773
2019-03-26 00:00:00.000,613923,2544803.47525298,176631,447.402369922
2019-03-27 00:00:00.000,611856,2294762.44341899,166683,493.810795849
2019-03-28 00:00:00.000,622880,2329108.62853407,170821,426.23193976
2019-03-29 00:00:00.000,625218,2580762.57333159,171047,476.230837099
2019-03-30 00:00:00.000,655098,2518819.6498184,163554,376.401031722
2019-03-31 00:00:00.000,630204,2143627.92985728,157371,371.998168437
2019-04-01 00:00:00.000,672139,2442700.52801093,199849,479.571655337
2019-04-02 00:00:00.000,743093,4101162.9722655,232073,552.753183705
2019-04-03 00:00:00.000,732077,4156186.48134302,216487,642.650983635
2019-04-04 00:00:00.000,662270,2903378.45953732,191768,495.750791084
