TRANSACTION_DATE,SMART_CONTRACT_INTERACTIONS
2017-09-15 00:00:00.000,426806
2017-09-16 00:00:00.000,356119
2017-09-17 00:00:00.000,283933
2017-09-18 00:00:00.000,355958
2017-09-19 00:00:00.000,330087
2017-09-20 00:00:00.000,309992
2017-09-21 00:00:00.000,306863
2017-09-22 00:00:00.000,264096
2017-09-23 00:00:00.000,249213
2017-09-24 00:00:00.000,259134
2017-09-25 00:00:00.000,292850
2017-09-26 00:00:00.000,294634
2017-09-27 00:00:00.000,298641
2017-09-28 00:00:00.000,317403
2017-09-29 00:00:00.000,313912
2017-09-30 00:00:00.000,279875
2017-10-01 00:00:00.000,268068
2017-10-02 00:00:00.000,292879
2017-10-03 00:00:00.000,313833
2017-10-04 00:00:00.000,291417
2017-10-05 00:00:00.000,296488
2017-10-06 00:00:00.000,300757
2017-10-07 00:00:00.000,278075
2017-10-08 00:00:00.000,286095
2017-10-09 00:00:00.000,318513
2017-10-10 00:00:00.000,337286
2017-10-11 00:00:00.000,329769
2017-10-12 00:00:00.000,348340
2017-10-13 00:00:00.000,364281
2017-10-14 00:00:00.000,316910
2017-10-15 00:00:00.000,310431
2017-10-16 00:00:00.000,361266
2017-10-17 00:00:00.000,460903
2017-10-18 00:00:00.000,409794
2017-10-19 00:00:00.000,394989
2017-10-20 00:00:00.000,432752
2017-10-21 00:00:00.000,358966
2017-10-22 00:00:00.000,359225
2017-10-23 00:00:00.000,383845
2017-10-24 00:00:00.000,413932
2017-10-25 00:00:00.000,398385
2017-10-26 00:00:00.000,397035
2017-10-27 00:00:00.000,390680
2017-10-28 00:00:00.000,354312
2017-10-29 00:00:00.000,373805
2017-10-30 00:00:00.000,432234
2017-10-31 00:00:00.000,472722
2017-11-01 00:00:00.000,493617
2017-11-02 00:00:00.000,511859
2017-11-03 00:00:00.000,466317
2017-11-04 00:00:00.000,384716
2017-11-05 00:00:00.000,385491
2017-11-06 00:00:00.000,430105
2017-11-07 00:00:00.000,445080
2017-11-08 00:00:00.000,462162
2017-11-09 00:00:00.000,444343
2017-11-10 00:00:00.000,440303
2017-11-11 00:00:00.000,380226
2017-11-12 00:00:00.000,421785
2017-11-13 00:00:00.000,427336
2017-11-14 00:00:00.000,456771
2017-11-15 00:00:00.000,515814
2017-11-16 00:00:00.000,472648
2017-11-17 00:00:00.000,480901
2017-11-18 00:00:00.000,442966
2017-11-19 00:00:00.000,445183
2017-11-20 00:00:00.000,511746
2017-11-21 00:00:00.000,505232
2017-11-22 00:00:00.000,524558
2017-11-23 00:00:00.000,515654
2017-11-24 00:00:00.000,511777
2017-11-25 00:00:00.000,547070
2017-11-26 00:00:00.000,502629
2017-11-27 00:00:00.000,593379
2017-11-28 00:00:00.000,620159
2017-11-29 00:00:00.000,639742
2017-11-30 00:00:00.000,626937
2017-12-01 00:00:00.000,593034
2017-12-02 00:00:00.000,591279
2017-12-03 00:00:00.000,645024
2017-12-04 00:00:00.000,650236
2017-12-05 00:00:00.000,621709
2017-12-06 00:00:00.000,754533
2017-12-07 00:00:00.000,620341
2017-12-08 00:00:00.000,712837
2017-12-09 00:00:00.000,657561
2017-12-10 00:00:00.000,669540
2017-12-11 00:00:00.000,786119
2017-12-12 00:00:00.000,827085
2017-12-13 00:00:00.000,872422
2017-12-14 00:00:00.000,904596
2017-12-15 00:00:00.000,870411
2017-12-16 00:00:00.000,851464
2017-12-17 00:00:00.000,849565
2017-12-18 00:00:00.000,953021
2017-12-19 00:00:00.000,1055219
2017-12-20 00:00:00.000,957204
2017-12-21 00:00:00.000,1041300
2017-12-22 00:00:00.000,1076775
2017-12-23 00:00:00.000,881886
2017-12-24 00:00:00.000,739131
2017-12-25 00:00:00.000,729187
2017-12-26 00:00:00.000,793981
2017-12-27 00:00:00.000,894876
2017-12-28 00:00:00.000,929895
2017-12-29 00:00:00.000,1064078
2017-12-30 00:00:00.000,1112447
2017-12-31 00:00:00.000,923811
2018-01-01 00:00:00.000,889037
2018-01-02 00:00:00.000,1129167
2018-01-03 00:00:00.000,1214772
2018-01-04 00:00:00.000,1330062
2018-01-05 00:00:00.000,1245566
2018-01-06 00:00:00.000,1197224
2018-01-07 00:00:00.000,1118915
2018-01-08 00:00:00.000,1189191
2018-01-09 00:00:00.000,1232331
2018-01-10 00:00:00.000,1154547
2018-01-11 00:00:00.000,1145229
2018-01-12 00:00:00.000,1083997
2018-01-13 00:00:00.000,1136595
2018-01-14 00:00:00.000,1032588
2018-01-15 00:00:00.000,1158479
2018-01-16 00:00:00.000,1233732
2018-01-17 00:00:00.000,1242353
2018-01-18 00:00:00.000,1163939
2018-01-19 00:00:00.000,993793
2018-01-20 00:00:00.000,931845
2018-01-21 00:00:00.000,983019
2018-01-22 00:00:00.000,942777
2018-01-23 00:00:00.000,897345
2018-01-24 00:00:00.000,891559
2018-01-25 00:00:00.000,765264
2018-01-26 00:00:00.000,935363
2018-01-27 00:00:00.000,812094
2018-01-28 00:00:00.000,868130
2018-01-29 00:00:00.000,882770
2018-01-30 00:00:00.000,883862
2018-01-31 00:00:00.000,850458
2018-02-01 00:00:00.000,946003
2018-02-02 00:00:00.000,952734
2018-02-03 00:00:00.000,789880
2018-02-04 00:00:00.000,777745
2018-02-05 00:00:00.000,851313
2018-02-06 00:00:00.000,868020
2018-02-07 00:00:00.000,799265
2018-02-08 00:00:00.000,659734
2018-02-09 00:00:00.000,763846
2018-02-10 00:00:00.000,822139
2018-02-11 00:00:00.000,752389
2018-02-12 00:00:00.000,807754
2018-02-13 00:00:00.000,722506
2018-02-14 00:00:00.000,714638
2018-02-15 00:00:00.000,746571
2018-02-16 00:00:00.000,670526
2018-02-17 00:00:00.000,741412
2018-02-18 00:00:00.000,708173
2018-02-19 00:00:00.000,775249
2018-02-20 00:00:00.000,845396
2018-02-21 00:00:00.000,811835
2018-02-22 00:00:00.000,729169
2018-02-23 00:00:00.000,704273
2018-02-24 00:00:00.000,711101
2018-02-25 00:00:00.000,662120
2018-02-26 00:00:00.000,712547
2018-02-27 00:00:00.000,666913
2018-02-28 00:00:00.000,689322
2018-03-01 00:00:00.000,654152
2018-03-02 00:00:00.000,718637
2018-03-03 00:00:00.000,647790
2018-03-04 00:00:00.000,617987
2018-03-05 00:00:00.000,728399
2018-03-06 00:00:00.000,691534
2018-03-07 00:00:00.000,759876
2018-03-08 00:00:00.000,667104
2018-03-09 00:00:00.000,629889
2018-03-10 00:00:00.000,571738
2018-03-11 00:00:00.000,589550
2018-03-12 00:00:00.000,655447
2018-03-13 00:00:00.000,671355
2018-03-14 00:00:00.000,651408
2018-03-15 00:00:00.000,640033
2018-03-16 00:00:00.000,640335
2018-03-17 00:00:00.000,580909
2018-03-18 00:00:00.000,670073
2018-03-19 00:00:00.000,687667
2018-03-20 00:00:00.000,642381
2018-03-21 00:00:00.000,663060
2018-03-22 00:00:00.000,602727
2018-03-23 00:00:00.000,660238
2018-03-24 00:00:00.000,599286
2018-03-25 00:00:00.000,510772
2018-03-26 00:00:00.000,612788
2018-03-27 00:00:00.000,571075
2018-03-28 00:00:00.000,564844
2018-03-29 00:00:00.000,572000
2018-03-30 00:00:00.000,620872
2018-03-31 00:00:00.000,566234
2018-04-01 00:00:00.000,526014
2018-04-02 00:00:00.000,586224
2018-04-03 00:00:00.000,630458
2018-04-04 00:00:00.000,614743
2018-04-05 00:00:00.000,681715
2018-04-06 00:00:00.000,636288
2018-04-07 00:00:00.000,522767
2018-04-08 00:00:00.000,578135
2018-04-09 00:00:00.000,593071
2018-04-10 00:00:00.000,555985
2018-04-11 00:00:00.000,594940
2018-04-12 00:00:00.000,674499
2018-04-13 00:00:00.000,711982
2018-04-14 00:00:00.000,594855
2018-04-15 00:00:00.000,603423
2018-04-16 00:00:00.000,647972
2018-04-17 00:00:00.000,724965
2018-04-18 00:00:00.000,683412
2018-04-19 00:00:00.000,795298
2018-04-20 00:00:00.000,813358
2018-04-21 00:00:00.000,730083
2018-04-22 00:00:00.000,729784
2018-04-23 00:00:00.000,783001
2018-04-24 00:00:00.000,796550
2018-04-25 00:00:00.000,779984
2018-04-26 00:00:00.000,774083
2018-04-27 00:00:00.000,744590
2018-04-28 00:00:00.000,756420
2018-04-29 00:00:00.000,736485
2018-04-30 00:00:00.000,760254
2018-05-01 00:00:00.000,695690
2018-05-02 00:00:00.000,769821
2018-05-03 00:00:00.000,819153
2018-05-04 00:00:00.000,981184
2018-05-05 00:00:00.000,769014
2018-05-06 00:00:00.000,672992
2018-05-07 00:00:00.000,759101
2018-05-08 00:00:00.000,795367
2018-05-09 00:00:00.000,800871
2018-05-10 00:00:00.000,821775
2018-05-11 00:00:00.000,794825
2018-05-12 00:00:00.000,750306
2018-05-13 00:00:00.000,733275
2018-05-14 00:00:00.000,773008
2018-05-15 00:00:00.000,747942
2018-05-16 00:00:00.000,777056
2018-05-17 00:00:00.000,800922
2018-05-18 00:00:00.000,801898
2018-05-19 00:00:00.000,782229
2018-05-20 00:00:00.000,742947
2018-05-21 00:00:00.000,769140
2018-05-22 00:00:00.000,777646
2018-05-23 00:00:00.000,804174
2018-05-24 00:00:00.000,784074
2018-05-25 00:00:00.000,767526
2018-05-26 00:00:00.000,722865
2018-05-27 00:00:00.000,737388
2018-05-28 00:00:00.000,833016
2018-05-29 00:00:00.000,783785
2018-05-30 00:00:00.000,787671
2018-05-31 00:00:00.000,807611
2018-06-01 00:00:00.000,739120
2018-06-02 00:00:00.000,740605
2018-06-03 00:00:00.000,775601
2018-06-04 00:00:00.000,774968
2018-06-05 00:00:00.000,751310
2018-06-06 00:00:00.000,722488
2018-06-07 00:00:00.000,740059
2018-06-08 00:00:00.000,686373
2018-06-09 00:00:00.000,733631
2018-06-10 00:00:00.000,731368
2018-06-11 00:00:00.000,736872
2018-06-12 00:00:00.000,735362
2018-06-13 00:00:00.000,767707
2018-06-14 00:00:00.000,742178
2018-06-15 00:00:00.000,737656
2018-06-16 00:00:00.000,616578
2018-06-17 00:00:00.000,619720
2018-06-18 00:00:00.000,668310
2018-06-19 00:00:00.000,739943
2018-06-20 00:00:00.000,775056
2018-06-21 00:00:00.000,730336
2018-06-22 00:00:00.000,745105
2018-06-23 00:00:00.000,655906
2018-06-24 00:00:00.000,650322
2018-06-25 00:00:00.000,805390
2018-06-26 00:00:00.000,711577
2018-06-27 00:00:00.000,754620
2018-06-28 00:00:00.000,727457
2018-06-29 00:00:00.000,716259
2018-06-30 00:00:00.000,619791
2018-07-01 00:00:00.000,613795
2018-07-02 00:00:00.000,483186
2018-07-03 00:00:00.000,563396
2018-07-04 00:00:00.000,438315
2018-07-05 00:00:00.000,513393
2018-07-06 00:00:00.000,450509
2018-07-07 00:00:00.000,469925
2018-07-08 00:00:00.000,606446
2018-07-09 00:00:00.000,635752
2018-07-10 00:00:00.000,671593
2018-07-11 00:00:00.000,626722
2018-07-12 00:00:00.000,553057
2018-07-13 00:00:00.000,552594
2018-07-14 00:00:00.000,501204
2018-07-15 00:00:00.000,440070
2018-07-16 00:00:00.000,678951
2018-07-17 00:00:00.000,673399
2018-07-18 00:00:00.000,714548
2018-07-19 00:00:00.000,701411
2018-07-20 00:00:00.000,645050
2018-07-21 00:00:00.000,584715
2018-07-22 00:00:00.000,642570
2018-07-23 00:00:00.000,726086
2018-07-24 00:00:00.000,759267
2018-07-25 00:00:00.000,753228
2018-07-26 00:00:00.000,700036
2018-07-27 00:00:00.000,759172
2018-07-28 00:00:00.000,679256
2018-07-29 00:00:00.000,697333
2018-07-30 00:00:00.000,737089
2018-07-31 00:00:00.000,727087
2018-08-01 00:00:00.000,727988
2018-08-02 00:00:00.000,756820
2018-08-03 00:00:00.000,717769
2018-08-04 00:00:00.000,695565
2018-08-05 00:00:00.000,677389
2018-08-06 00:00:00.000,673018
2018-08-07 00:00:00.000,613384
2018-08-08 00:00:00.000,536939
2018-08-09 00:00:00.000,511315
2018-08-10 00:00:00.000,572746
2018-08-11 00:00:00.000,628710
2018-08-12 00:00:00.000,615942
2018-08-13 00:00:00.000,666827
2018-08-14 00:00:00.000,667702
2018-08-15 00:00:00.000,629985
2018-08-16 00:00:00.000,686850
2018-08-17 00:00:00.000,575155
2018-08-18 00:00:00.000,601809
2018-08-19 00:00:00.000,573195
2018-08-20 00:00:00.000,645575
2018-08-21 00:00:00.000,590066
2018-08-22 00:00:00.000,574741
2018-08-23 00:00:00.000,582988
2018-08-24 00:00:00.000,574155
2018-08-25 00:00:00.000,564559
2018-08-26 00:00:00.000,559012
2018-08-27 00:00:00.000,626843
2018-08-28 00:00:00.000,599201
2018-08-29 00:00:00.000,533454
2018-08-30 00:00:00.000,577743
2018-08-31 00:00:00.000,562922
2018-09-01 00:00:00.000,641809
2018-09-02 00:00:00.000,598844
2018-09-03 00:00:00.000,613035
2018-09-04 00:00:00.000,569235
2018-09-05 00:00:00.000,608725
2018-09-06 00:00:00.000,572200
2018-09-07 00:00:00.000,566338
2018-09-08 00:00:00.000,527453
2018-09-09 00:00:00.000,552859
2018-09-10 00:00:00.000,547374
2018-09-11 00:00:00.000,542339
2018-09-12 00:00:00.000,556556
2018-09-13 00:00:00.000,540585
2018-09-14 00:00:00.000,501491
2018-09-15 00:00:00.000,465367
2018-09-16 00:00:00.000,442216
2018-09-17 00:00:00.000,536655
2018-09-18 00:00:00.000,486443
2018-09-19 00:00:00.000,495943
2018-09-20 00:00:00.000,485811
2018-09-21 00:00:00.000,532415
2018-09-22 00:00:00.000,457094
2018-09-23 00:00:00.000,458129
2018-09-24 00:00:00.000,463180
2018-09-25 00:00:00.000,506472
2018-09-26 00:00:00.000,480809
2018-09-27 00:00:00.000,487623
2018-09-28 00:00:00.000,487519
2018-09-29 00:00:00.000,420118
2018-09-30 00:00:00.000,464545
2018-10-01 00:00:00.000,462676
2018-10-02 00:00:00.000,474180
2018-10-03 00:00:00.000,534872
2018-10-04 00:00:00.000,540475
2018-10-05 00:00:00.000,571104
2018-10-06 00:00:00.000,575529
2018-10-07 00:00:00.000,480821
2018-10-08 00:00:00.000,525529
2018-10-09 00:00:00.000,518996
2018-10-10 00:00:00.000,492809
2018-10-11 00:00:00.000,545199
2018-10-12 00:00:00.000,539350
2018-10-13 00:00:00.000,522029
2018-10-14 00:00:00.000,492317
2018-10-15 00:00:00.000,544852
2018-10-16 00:00:00.000,559090
2018-10-17 00:00:00.000,563740
2018-10-18 00:00:00.000,548228
2018-10-19 00:00:00.000,585772
2018-10-20 00:00:00.000,519035
2018-10-21 00:00:00.000,485697
2018-10-22 00:00:00.000,551089
2018-10-23 00:00:00.000,540153
2018-10-24 00:00:00.000,512533
2018-10-25 00:00:00.000,513564
2018-10-26 00:00:00.000,529174
2018-10-27 00:00:00.000,483397
2018-10-28 00:00:00.000,495312
2018-10-29 00:00:00.000,596705
2018-10-30 00:00:00.000,593131
2018-10-31 00:00:00.000,563954
2018-11-01 00:00:00.000,572135
2018-11-02 00:00:00.000,530092
2018-11-03 00:00:00.000,492741
2018-11-04 00:00:00.000,498818
2018-11-05 00:00:00.000,567036
2018-11-06 00:00:00.000,583003
2018-11-07 00:00:00.000,550059
2018-11-08 00:00:00.000,540173
2018-11-09 00:00:00.000,532519
2018-11-10 00:00:00.000,472041
2018-11-11 00:00:00.000,515536
2018-11-12 00:00:00.000,557195
2018-11-13 00:00:00.000,539252
2018-11-14 00:00:00.000,568751
2018-11-15 00:00:00.000,545688
2018-11-16 00:00:00.000,535825
2018-11-17 00:00:00.000,488951
2018-11-18 00:00:00.000,470449
2018-11-19 00:00:00.000,607572
2018-11-20 00:00:00.000,608437
2018-11-21 00:00:00.000,561465
2018-11-22 00:00:00.000,554967
2018-11-23 00:00:00.000,546403
2018-11-24 00:00:00.000,483819
2018-11-25 00:00:00.000,517470
2018-11-26 00:00:00.000,543631
2018-11-27 00:00:00.000,553511
2018-11-28 00:00:00.000,608943
2018-11-29 00:00:00.000,539246
2018-11-30 00:00:00.000,578949
2018-12-01 00:00:00.000,507401
2018-12-02 00:00:00.000,480129
2018-12-03 00:00:00.000,535121
2018-12-04 00:00:00.000,551262
2018-12-05 00:00:00.000,579743
2018-12-06 00:00:00.000,576880
2018-12-07 00:00:00.000,558377
2018-12-08 00:00:00.000,540887
2018-12-09 00:00:00.000,494504
2018-12-10 00:00:00.000,542090
2018-12-11 00:00:00.000,523805
2018-12-12 00:00:00.000,520249
2018-12-13 00:00:00.000,550769
2018-12-14 00:00:00.000,554369
2018-12-15 00:00:00.000,535920
2018-12-16 00:00:00.000,502079
2018-12-17 00:00:00.000,557278
2018-12-18 00:00:00.000,537613
2018-12-19 00:00:00.000,583365
2018-12-20 00:00:00.000,588638
2018-12-21 00:00:00.000,592582
2018-12-22 00:00:00.000,481481
2018-12-23 00:00:00.000,528568
2018-12-24 00:00:00.000,599035
2018-12-25 00:00:00.000,522292
2018-12-26 00:00:00.000,545361
2018-12-27 00:00:00.000,535046
2018-12-28 00:00:00.000,558448
2018-12-29 00:00:00.000,530183
2018-12-30 00:00:00.000,447706
2018-12-31 00:00:00.000,509588
2019-01-01 00:00:00.000,438277
2019-01-02 00:00:00.000,576427
2019-01-03 00:00:00.000,582990
2019-01-04 00:00:00.000,536036
2019-01-05 00:00:00.000,501274
2019-01-06 00:00:00.000,478584
2019-01-07 00:00:00.000,540209
2019-01-08 00:00:00.000,543506
2019-01-09 00:00:00.000,547599
2019-01-10 00:00:00.000,570556
2019-01-11 00:00:00.000,529448
2019-01-12 00:00:00.000,441030
2019-01-13 00:00:00.000,470617
2019-01-14 00:00:00.000,564560
2019-01-15 00:00:00.000,528275
2019-01-16 00:00:00.000,490993
2019-01-17 00:00:00.000,503634
2019-01-18 00:00:00.000,523995
2019-01-19 00:00:00.000,524994
2019-01-20 00:00:00.000,522207
2019-01-21 00:00:00.000,568845
2019-01-22 00:00:00.000,588783
2019-01-23 00:00:00.000,510935
2019-01-24 00:00:00.000,496629
2019-01-25 00:00:00.000,492626
2019-01-26 00:00:00.000,454030
2019-01-27 00:00:00.000,477720
2019-01-28 00:00:00.000,556764
2019-01-29 00:00:00.000,554105
2019-01-30 00:00:00.000,542351
2019-01-31 00:00:00.000,503288
2019-02-01 00:00:00.000,479310
2019-02-02 00:00:00.000,439409
2019-02-03 00:00:00.000,414940
2019-02-04 00:00:00.000,406645
2019-02-05 00:00:00.000,401421
2019-02-06 00:00:00.000,418348
2019-02-07 00:00:00.000,416776
2019-02-08 00:00:00.000,448485
2019-02-09 00:00:00.000,403263
2019-02-10 00:00:00.000,368927
2019-02-11 00:00:00.000,417651
2019-02-12 00:00:00.000,425281
2019-02-13 00:00:00.000,474842
2019-02-14 00:00:00.000,463889
2019-02-15 00:00:00.000,454323
2019-02-16 00:00:00.000,432667
2019-02-17 00:00:00.000,427334
2019-02-18 00:00:00.000,492696
2019-02-19 00:00:00.000,517461
2019-02-20 00:00:00.000,512479
2019-02-21 00:00:00.000,529341
2019-02-22 00:00:00.000,518726
2019-02-23 00:00:00.000,465740
2019-02-24 00:00:00.000,526022
2019-02-25 00:00:00.000,558637
2019-02-26 00:00:00.000,539989
2019-02-27 00:00:00.000,525216
2019-02-28 00:00:00.000,528325
2019-03-01 00:00:00.000,531262
2019-03-02 00:00:00.000,510968
2019-03-03 00:00:00.000,479276
2019-03-04 00:00:00.000,599865
2019-03-05 00:00:00.000,582684
2019-03-06 00:00:00.000,563391
2019-03-07 00:00:00.000,555445
2019-03-08 00:00:00.000,543877
2019-03-09 00:00:00.000,536535
2019-03-10 00:00:00.000,463204
2019-03-11 00:00:00.000,518736
2019-03-12 00:00:00.000,539118
2019-03-13 00:00:00.000,552060
2019-03-14 00:00:00.000,556138
2019-03-15 00:00:00.000,534982
2019-03-16 00:00:00.000,487048
2019-03-17 00:00:00.000,474667
2019-03-18 00:00:00.000,553148
2019-03-19 00:00:00.000,616996
2019-03-20 00:00:00.000,611957
2019-03-21 00:00:00.000,597669
2019-03-22 00:00:00.000,607861
2019-03-23 00:00:00.000,544270
2019-03-24 00:00:00.000,534496
2019-03-25 00:00:00.000,632351
2019-03-26 00:00:00.000,610846
2019-03-27 00:00:00.000,609649
2019-03-28 00:00:00.000,620786
2019-03-29 00:00:00.000,622583
2019-03-30 00:00:00.000,653647
2019-03-31 00:00:00.000,628794
2019-04-01 00:00:00.000,670512
2019-04-02 00:00:00.000,741160
2019-04-03 00:00:00.000,730175
2019-04-04 00:00:00.000,659366
2019-04-05 00:00:00.000,609109
2019-04-06 00:00:00.000,542725
2019-04-07 00:00:00.000,562193
2019-04-08 00:00:00.000,655036
2019-04-09 00:00:00.000,643038
2019-04-10 00:00:00.000,648690
2019-04-11 00:00:00.000,710705
2019-04-12 00:00:00.000,681018
2019-04-13 00:00:00.000,599937
2019-04-14 00:00:00.000,539291
2019-04-15 00:00:00.000,601149
2019-04-16 00:00:00.000,631792
2019-04-17 00:00:00.000,666395
2019-04-18 00:00:00.000,683515
2019-04-19 00:00:00.000,681023
2019-04-20 00:00:00.000,673390
2019-04-21 00:00:00.000,613672
2019-04-22 00:00:00.000,702213
2019-04-23 00:00:00.000,710448
2019-04-24 00:00:00.000,655031
2019-04-25 00:00:00.000,668802
2019-04-26 00:00:00.000,645959
2019-04-27 00:00:00.000,551979
2019-04-28 00:00:00.000,580496
2019-04-29 00:00:00.000,615878
2019-04-30 00:00:00.000,691673
2019-05-01 00:00:00.000,691463
2019-05-02 00:00:00.000,604663
2019-05-03 00:00:00.000,655796
2019-05-04 00:00:00.000,609365
2019-05-05 00:00:00.000,621480
2019-05-06 00:00:00.000,686944
2019-05-07 00:00:00.000,628912
2019-05-08 00:00:00.000,668180
2019-05-09 00:00:00.000,705429
2019-05-10 00:00:00.000,719126
2019-05-11 00:00:00.000,720455
2019-05-12 00:00:00.000,682294
2019-05-13 00:00:00.000,739459
2019-05-14 00:00:00.000,804416
2019-05-15 00:00:00.000,822850
2019-05-16 00:00:00.000,879191
2019-05-17 00:00:00.000,781624
2019-05-18 00:00:00.000,708612
2019-05-19 00:00:00.000,728775
2019-05-20 00:00:00.000,840124
2019-05-21 00:00:00.000,791605
2019-05-22 00:00:00.000,856291
2019-05-23 00:00:00.000,831136
2019-05-24 00:00:00.000,887729
2019-05-25 00:00:00.000,815686
2019-05-26 00:00:00.000,733302
2019-05-27 00:00:00.000,924433
2019-05-28 00:00:00.000,891573
2019-05-29 00:00:00.000,927947
2019-05-30 00:00:00.000,867275
2019-05-31 00:00:00.000,856396
2019-06-01 00:00:00.000,916185
2019-06-02 00:00:00.000,876552
2019-06-03 00:00:00.000,868542
2019-06-04 00:00:00.000,872730
2019-06-05 00:00:00.000,787883
2019-06-06 00:00:00.000,777442
2019-06-07 00:00:00.000,746459
2019-06-08 00:00:00.000,872039
2019-06-09 00:00:00.000,694052
2019-06-10 00:00:00.000,950161
2019-06-11 00:00:00.000,912562
2019-06-12 00:00:00.000,845812
2019-06-13 00:00:00.000,730764
2019-06-14 00:00:00.000,800998
2019-06-15 00:00:00.000,917975
2019-06-16 00:00:00.000,874481
2019-06-17 00:00:00.000,927505
2019-06-18 00:00:00.000,828459
2019-06-19 00:00:00.000,864659
2019-06-20 00:00:00.000,965472
2019-06-21 00:00:00.000,751643
2019-06-22 00:00:00.000,730212
2019-06-23 00:00:00.000,746543
2019-06-24 00:00:00.000,785784
2019-06-25 00:00:00.000,908261
2019-06-26 00:00:00.000,825876
2019-06-27 00:00:00.000,793025
2019-06-28 00:00:00.000,985707
2019-06-29 00:00:00.000,718045
2019-06-30 00:00:00.000,673628
2019-07-01 00:00:00.000,938539
2019-07-02 00:00:00.000,879290
2019-07-03 00:00:00.000,736980
2019-07-04 00:00:00.000,731499
2019-07-05 00:00:00.000,829836
2019-07-06 00:00:00.000,739744
2019-07-07 00:00:00.000,570079
2019-07-08 00:00:00.000,795304
2019-07-09 00:00:00.000,751887
2019-07-10 00:00:00.000,718586
2019-07-11 00:00:00.000,954865
2019-07-12 00:00:00.000,708965
2019-07-13 00:00:00.000,577173
2019-07-14 00:00:00.000,600498
2019-07-15 00:00:00.000,727616
2019-07-16 00:00:00.000,988626
2019-07-17 00:00:00.000,810684
2019-07-18 00:00:00.000,651812
2019-07-19 00:00:00.000,803356
2019-07-20 00:00:00.000,572748
2019-07-21 00:00:00.000,510274
2019-07-22 00:00:00.000,623383
2019-07-23 00:00:00.000,592520
2019-07-24 00:00:00.000,892454
2019-07-25 00:00:00.000,938166
2019-07-26 00:00:00.000,626315
2019-07-27 00:00:00.000,561567
2019-07-28 00:00:00.000,560181
2019-07-29 00:00:00.000,645611
2019-07-30 00:00:00.000,699133
2019-07-31 00:00:00.000,663347
2019-08-01 00:00:00.000,862918
2019-08-02 00:00:00.000,756006
2019-08-03 00:00:00.000,771480
2019-08-04 00:00:00.000,556455
2019-08-05 00:00:00.000,703061
2019-08-06 00:00:00.000,716492
2019-08-07 00:00:00.000,730104
2019-08-08 00:00:00.000,680007
2019-08-09 00:00:00.000,708232
2019-08-10 00:00:00.000,615913
2019-08-11 00:00:00.000,568850
2019-08-12 00:00:00.000,697031
2019-08-13 00:00:00.000,686240
2019-08-14 00:00:00.000,722623
2019-08-15 00:00:00.000,672641
2019-08-16 00:00:00.000,705116
2019-08-17 00:00:00.000,631819
2019-08-18 00:00:00.000,608517
2019-08-19 00:00:00.000,707699
2019-08-20 00:00:00.000,718015
2019-08-21 00:00:00.000,717054
2019-08-22 00:00:00.000,720531
2019-08-23 00:00:00.000,716924
2019-08-24 00:00:00.000,671566
2019-08-25 00:00:00.000,657420
2019-08-26 00:00:00.000,728091
2019-08-27 00:00:00.000,734046
2019-08-28 00:00:00.000,707136
2019-08-29 00:00:00.000,709631
2019-08-30 00:00:00.000,697984
2019-08-31 00:00:00.000,663626
2019-09-01 00:00:00.000,672160
2019-09-02 00:00:00.000,740673
2019-09-03 00:00:00.000,734149
2019-09-04 00:00:00.000,697634
2019-09-05 00:00:00.000,750129
2019-09-06 00:00:00.000,749150
2019-09-07 00:00:00.000,661470
2019-09-08 00:00:00.000,661142
2019-09-09 00:00:00.000,741856
2019-09-10 00:00:00.000,676103
2019-09-11 00:00:00.000,692328
2019-09-12 00:00:00.000,710625
2019-09-13 00:00:00.000,612039
2019-09-14 00:00:00.000,618755
2019-09-15 00:00:00.000,620543
2019-09-16 00:00:00.000,719108
2019-09-17 00:00:00.000,668671
2019-09-18 00:00:00.000,692048
2019-09-19 00:00:00.000,676395
2019-09-20 00:00:00.000,703711
2019-09-21 00:00:00.000,580615
2019-09-22 00:00:00.000,561680
2019-09-23 00:00:00.000,625542
2019-09-24 00:00:00.000,685996
2019-09-25 00:00:00.000,662941
2019-09-26 00:00:00.000,642585
2019-09-27 00:00:00.000,609820
2019-09-28 00:00:00.000,595223
2019-09-29 00:00:00.000,582196
2019-09-30 00:00:00.000,670069
2019-10-01 00:00:00.000,625233
2019-10-02 00:00:00.000,608984
2019-10-03 00:00:00.000,596618
2019-10-04 00:00:00.000,576551
2019-10-05 00:00:00.000,583644
2019-10-06 00:00:00.000,563252
2019-10-07 00:00:00.000,618398
2019-10-08 00:00:00.000,698419
2019-10-09 00:00:00.000,737029
2019-10-10 00:00:00.000,692991
2019-10-11 00:00:00.000,691357
2019-10-12 00:00:00.000,623058
2019-10-13 00:00:00.000,556379
2019-10-14 00:00:00.000,638757
2019-10-15 00:00:00.000,677521
2019-10-16 00:00:00.000,681845
2019-10-17 00:00:00.000,690444
2019-10-18 00:00:00.000,719448
2019-10-19 00:00:00.000,652873
2019-10-20 00:00:00.000,602251
2019-10-21 00:00:00.000,667128
2019-10-22 00:00:00.000,710753
2019-10-23 00:00:00.000,720726
2019-10-24 00:00:00.000,711277
2019-10-25 00:00:00.000,725135
2019-10-26 00:00:00.000,701362
2019-10-27 00:00:00.000,631757
2019-10-28 00:00:00.000,704388
